Review,Food & Drinks Quality & Price,"General (Ambience, Entertainment, & Experience)",Service
"See and be seen...same over the years...... Nello is one of these spaces on Madison Ave to have an excellent glass of wine and chat with regulars that are part of Upper east side social scene.
Plenty of upscale tourism.",Good,,
"One of the best meals we've had in New York, or anywhere. In an upscale neighborhood - the space and service reflect patrons who expect the best with no excuses.
Very expensive so may not be your everyday restaurant but worth it.
Read some negative reviews mostly criticizing the price. If that's your issue, may I recommend Sbarro's.",Good,Good,Good
"On a pretty day, sit outside or at least sit by the Windows.
Pasta and veal are both delicious. Service is prompt and attentive. Elegant ---not sure about all the negative reviews but for an upscale Italian restaurant in upper east side, what does one expect?
A wonderful lunch spot!",Good,Good,Good
"We love Nello! The pastas created to order are delicious, and I love the langoustines! You can always count on a fine dining experience here! Great service, yummy wine. Definitely The Place for a Bellini !",Good,Good,Good
"Went here after a day of shopping and at first it looked nice, but the experience was bad, loud and noisy music playing, not even Italian and the food was extremely overpriced 50 dollars for an ordinary pasta is to be considered high. Service was bad, in a way very routinely. Will definitely not go back and would advise anybody else to pick another Italian as there are many of them and with much better food and service.",Bad,Bad,Bad
The service was slow and the food was mediocre. Pasta on both dishes not fresh pasta and rather aldente. Restaurant issue with card payments caused embarrassment and was handled loudly in the middle of the restaurant. Best part of the experience was leaving,Bad,Bad,Bad
This place takes your breath away with its pretentious atmosphere and overpriced food.  I have never been to a place that extracts so much money from diners and delivers so little in return.,Bad,Bad,
"I have to admit I've been coming to Nello for years when I am in NYC - only because it is close to shopping.  This year I was reminded that every time I go it is a huge disappointment.  Certainly fun people watching as the rich and famous seem to be stuck in the same rut I am!  But this year, the service was very slow  - we ordered grilled vegetables which were cold; the eggplant was not at all cooked.  When we asked about it - the matre di - said - ""that's how we serve it"" - end of story.  I vow to break my lazy habit of going to this well located and extremely over-priced restaurant!  Next year - it's Fred's at Barney's much better food and great service.",Bad,Bad,Bad
"Strolling around the Upper East Side on Christmas Day, I came across Nello and decided to pop in for a drink. 
It's quaint ambience ensured a very relaxed time. 
As we were eating later that night we only popped in for a quick drink.
The champagne we bought was beautiful but very expensive.
Staff were friendly and accommodating.
I'd certainly go back to Nello to sample their cuisine, just be warned, you'll need the equivalent  of a small african nation's GDP to eat here! 
Would recommend!",Good,Good,Good
"My wife and I (we live in Greenwich Village) found ourselves on the UES and stopped-into Nello for an impromptu lunch.  The food was very good.  The service was very good.  The ambience was very pleasant.  We had a delightful time, quite honestly.  For what we ordered, however, the bill was enormous - - $600.  The undisclosed prices of the specials and the wines by the glass really jacked-up the bill.  Frankly, they were ridiculously expensive.  Now, can I afford $600 for lunch for two people?  Luckily, I can.  Do I wish to pay $600 for such a lunch?  Of course I don't.  
The UES really is a different world.  Apparently it's common up there.  Fair enough.  But, IF we ever go back, we will stick to ordering a la carte.  It's a ""beautiful people"" kind of place, for sure.  Although my wife is very beautiful, I'm not very pretty at all.  I think we'll stick to the Village, SoHo and other points south of the UES.",,Good,Good
"Get ready for an expensive but fabulous lunch. wouldn't suggest having dinner, pretty sleepy at that time. But lunch...what a scene!",Good,Good,
"As you'll see in other reviews, Nello is a high-end restaurant, and it's quite expensive. But the food was wonderful, the service was spiffy and the ambience was lovely. We happened upon it as we walked with our daughter on Madison Avenue and took a sidewalk table. Our waiter suggested prosecco, a Bellini or a mimosa (there were three of us so we got one of each). Our meal choices were fresh, inventive combinations with great seafood, pasta and salads - delightful! My daughter's calamaretti (squid stuffed with seafood) was particularly special. Is it a good choice for budget-minded travelers? No. But we thoroughly enjoyed Nello, and the prices were right on the menu for us to see and decide for ourselves. It was probably a one-time experience for us, but the small restaurant was filled with obvious regulars who enjoy fine dining and Good in an upscale setting on the Upper East Side.",Good,Good,Good
"The bread is below average, pasta over cooked . food is average but priced at Michelin star restaurant. We hv ordered the Pasta, salad n steak for 2. Not worth it!",Bad,Bad,
"My wife and I and a group of friends spent New Year's Eve at Nello.  What a GREAT 
time.   The restaurant was decorated for the holidays and for NYE   The staff at this restaurant are outstanding even on crazy busy night like NYE.  The food was very good.  Highly recommend the lobster  ravioli as well as the Prosciutto and Barata.  The entertainment was unique--Gianni Russo of God Father fame and his band entertained the crowd for the evening.  They were great.  
I read many of the reviews of this restaurant and all stated the place was over priced   They may be right but keep in mind that this is NYC and you get what you pay for and I felt the cost was well worth the benefit.  Quality of the food and the service were very good.  A great night!",Good,Good,Good
"Wow I can't believe I payed that much for such mediocre food. I'm incredibly disappointed, was hoping to get an authentic Italian meal and I got the opposite.",Bad,Bad,
"We had a flight to catch and needed lunch and Nello was right there, looked fun, so in we went.  Probably should have looked at a menu first as the prices are pretty astronomical, even for NYC.  The location is very central, in the midst of bustling shopping, the other diners were quite a well dressed and attractive bunch.  The food was tasty.  My husband paid the bill, I didn't even want to ask.  Pretty sure my daughter's pasta was over $35, plain chicken breast with some greens was $42.  We were there around 2:00pm, were a few open tables, still felt a little cramped.  Next time I will find somewhere else because the price just isn't justified, you can get tons of great italian food, atmosphere and location in NYC for a lot less $$.",,Bad,
I'm blown away by how expensive it is. They mark up the prices way to much and it is not great food either. We paid 200 for wine that is really 40 dollars,Bad,,
On first look it was a quaint Italian restaurant with a great staff however that was the best it got. Food was ok but defiantly not worth the 1000$ tab my family of 6 had to pay absolutely ridiculous.,Bad,Bad,Good
"This restaurant may offer decent food but it's way over priced. So over priced that it's a good idea to avoid. 25 dollars for a small salad. 65 dollars for a steak. 45 dollars for a normal pasta dish. It's not worth the price to me, but if you have money to blow, go for it!",Bad,,
The place to see and be seen. Food was good nothing crazy but very expensive. Hang out with celebs and hedge fund managers.,Good,Good,
"This is the best İtalian in NY City.Food quality,service and atmosphere is definetely unbeatable!İ have been most of the İtalian restaurants in town but Nello is surely different spot to get the value of your money!Management is excellent so do food!Make a reservation and go smart!Enjoy.",Good,Good,Good
"Our waiter decided we needed to punished for ordering a small order of soup, and assumed we would not be taking our option on the balance of the meal. Completely ignored us after the soup was served, despite us trying to gain his attention while serving adjacent tables. He remarkably did finally see a waiving credit card, blamed the dessert server for not noticing our empty idle table for 20 minutes. Arrogant, aggressive and condescending service. At least the manager apologized.",,Bad,Bad
Fantastic intimate restaurant in heart of NYC.  It's quite expensive but beautiful food in its simplest.  We had starters and mains all fish and were not disappointed,Good,Good,
"Everyone should know by now that the prices are staggeringly expensive, but I have to say that it is a very enjoyable spot for lunch. Try and get a table near the front so you can watch the people go by.  Food is good...service is usually very good. It's more entertainment than fine dining, but I have always had a good meal and try to go every time I am in New York. 


I understand the comments about the prices, but I always seem to come back for more. Kind of a tradition in a way.",Good,Good,Good
"We have always made a point to dine at Nello's for lunch while in NYC, but we have finally allowed common sense to overcome our foodie tendencies. No more Nello for us. We got to where we felt a sense of being taken advantage of and the staff and management laughing all the way to the bank. We understand NYC is expensive and are willing to pay if we feel the meal was really worth it, but we do not feel this way about Nello.",Bad,,
"When I got there I did not realize how much it cost.  After I ordered  drinks I realized. Evern though I did not relize the cost. The food was good and they made fuss over me.
 So ended up not being a rip off. I left my cridit card there but they had it the Next Day I went to pick it up.",Bad,Bad,Bad
"We went in for morning coffee and the waiter suggested some cake to go with it, we'll why not we thought. Oh dear I wish we hadn't.  No menus were presented the waiter  suggested apple strudel to which we said yes please. The portions were tiny and I don't have a big appetite, the coffee was below average and the cups so small evenue by English standards. 


The waiters have a severe case of arrogance and clearly believe they are too good to be there. Whilst sitting at the table (which they showed us too) i was hit in the back of my chair three times by waiters moving furniture.


The restaurant itself is in need of a lick of paint, everything looks drab and we noticed the hygiene rating had had a no smoking sign placed in front of it, coincidence or trying to hide something??


A trip to the ladies toilets was umm interesting. The door was locked so I waited, and waited and waited...10 minuts later a male member to staff came out (yes I was at the ladies, not the gents, I double checked) and it would appear from the flooded basin that he had been doing his laundry. While I had been waiting many men had come out of the gents so it wasn't like it was out of order.


On return to our table my mother had gone somewhat pale. Two tiny slices of strudel and two miniature coffees had totalled $64.


We later learnt that Nello's is the place to be seen. Why? New York has hundreds if not thousands of much better places. 


Needless to say I don't recommend!",Bad,Bad,Bad
Sofisticated ambience and great service. Price is on tht high side but food was very good. Some of the soecials can be very costly so ask for the price! Pasta was delicious!,Good,Good,Good
"Nello is for you if you're not a ""foodie"" and are mainly interested in people watching but you better have money to burn or a big expense account because the prices will blow you away. My client took me there recently for a business lunch. He hadn't been there before and wanted to try it. He gasped when he read the menu prices. I said I'd be happy to get up and leave but he said no...I suspect he would have been too embarrassed. That probably happens to many customers judging by the many one and two star reviews. Anyway, you should skip this place. If you want a classy place with great food in this area, simply walk one block East to the Regency Hotel on Park Avenue.",Bad,Good,
"Very clubby, inclusive if you are a ""real"" cognoscenti of the scene, with food being secondary---yet quite tasty, just not memorable. Entertainment on (some) Thursday evenings which is a throwback, but fun and something different.Not a place to look for value, though.",Good,Good,
For quite some time  I have passed this restaurant and always wanted to try it. This past weekend while visiting NY my husband and I stopped there for lunch. The service was terrible. The waiter was rude and the food while extremely overpriced was average at best. Waste of money. Never would I go there again,Bad,Bad,Bad
"a lovely dinner but oh so expensive, no matter how good the food.  at some point they cannot keep this price without a step change in the experience which is tired.",Bad,Good,
I used to go here more frequent years ago but actually got a bit upset one time I was overcharged for a Special White Truffle pasta learning that they did not offer homemade fresh pasta I was annoyed with my bill. But truth is Nello has a great location in Madison Av and when shopping around this area is right in the center. It is always busy here but sometimes I find the crowd a bit  too much!!! But is nice sometimes around spring...,Bad,Good,
too expensive for very average food. Pastas are ridiculously priced. Menu selection is extensive but staff is so arrogant that it detracts from any ambiance.,Bad,Bad,Bad
"Its not the prices --which are the same as the GDP of a small country--its the arrogant attitude and bill padding that goes on. i won't even discuss the food because most of the guests are too large or dull to notice one way or the other. The only person who will steer you towards this place, will be the person not paying the bill. You have been warned: stay away.",,Bad,Bad
"My daughter and I were looking for a nice spot to have a quick lunch before our flight home from NYC and this looked perfect..  The manager was very nice and found us a great table outside.  When I looked at the menu I was very surprised to see the prices. I would have gotten up, but just couldn't after asking for the table..  My daughter had a tiny caeser salad for 28.00 and I had a tuna tartar appetizer for 45.00.  The real clencher was when the water asked if we would like still water or mineral and I said oh just still meaning tap…  when the bill came there was a charge of 15.00 for our one bottle of water, it just didn't feel right.  Spending over 100.00 for a quick bite just felt wrong.  How I had wished that I would have given it to the nice performers on the subway instead.. Lesson to be learned always ask to see a menu before sitting down at a restaurant in a prime location...",Bad,Good,Good
"Terrible prices...for 5 persons we pay 1460 dollars...this is without tips...these guys believes that they have 3 michelin stars...food was good...when we want to order a bottle of wine...Surprise...the price start from 180  dollars...we order that bottle , but the waiter...with a superior attitude said ""we don't have!""...the second choice was 230 dollars...he said again: we don't have...ans suggest me to take one bottle with 270...I took one...It was the first and the last visit in that place",Bad,Bad,Bad
Most expensive lunch on Madison Avenue but great food and people watching.  Great pastas and champagne.,Good,Good,
"The volume of ""overpriced"" reviews would seem like a turnoff to many, but it doesn't leave the restaurant empty.  For a restaurant to be in the same place in NYC for I think about 25 years, they must be doing something right.  I'll grant that it's a fair criticism to say the food may not entirely match the prices, but it's Lenox Hill and not out of line with the neighborhood.  If you want food on a budget, go to the west side.


The staff, for those that know them anyway, are very friendly and helpful, and we have always found the food to be good.  We may not drink wine, but they have a very impressive wine list for those that do.  For those that care about it, they get their fair share of celebrity diners.  The outdoor tables are the most popular, though we like the quieter space in back without the passers-by.",Good,Good,Good
The food was good but totally overpriced. I wouldn't recommend it for that reason. It's not only expensive but the portions are smaller than in Italy. Bottle of Aqua Panna $15. Espresso $8. Desserts  $25. Then there is tax and service. Just be fore warned.,Bad,,
"We had dinner, our dishes: carpaccio, vitello tonato, prosciutto e melone, gnocchi.All very good, delicious and prepared properly. Service was fast and courteous.They really know how to prepare a Negroni.The setting is nice and not pretentious. They should lower their prices by 25 %, but it is Madison Av between 62 and 63rd!",Good,Good,Good
"the location and atmosphere is great. It is expensive no doubt so is New York, just add up the total what you order, you won't have any regrets. Sometimes you pay for who is sitting on the next table.",Bad,Good,
"Without a doubt the most expensive lunch my wife and I have ever had!  It's too bad we didn't read the other reviews in advance because it's true...the food is ok, the atmosphere nice, but nothing is worth the price you pay here!  $200 for 3 appetizers and 3 drinks!  Outrageous!",Bad,Good,
"Well - you cannot fault this place for it's location. Right in the heart of Madison. As for the meal - quite ordinary and completely true to original Italian recipes. The cook forgot to put eggs in the spaghetti carbonara - or is it simply that he thought a novel recipe would be more up-to-date? Whatever, I won't order one if there is a next time. The mains were enough to persuade us that we didn't need a desert. Couldn't get put of the place quick enough.",Bad,Bad,
"We ended having lunch in this restaurant, as were walking back from the Met to our hotel looking for a place to eat. The sitting was nice, and the service good. But the prices seemed little high, but I understood that it was due to the location (Madison Ave.). By the dishes' description, I really expected a very good kitchen and chef. Reality is that they were good, but not that good for a bill of 340 USD for a dinner for two. Do not get me wrong, I have seen dinners on that amount, but they did not feel expensive as the food was excellent, memorable, and service was top of the line. Here the issue is that none were up to that standard.",Bad,Good,Good
Otherwise be prepared to spend an exorbitant amount of money for mediocre food and drinks and sleazy waiter service. They completely rip you off here. We spent >$250 here for dinner for 2 (without drinks!) and had no idea what we got ourselves into until the bill came. The tiny appetizers cost in the neighborhood of $20-30 each and the entrees ran us $60-70 each! Coming here was absolutely crazy. Please save yourselves the time and money and go elsewhere in the city!,Bad,Bad,Bad
"I enjoy their pasta when I have a load of extra money to blow on a lunch, after
shopping on Madison Avenue. Pretentious and expensive, but always delicious.
It's a good choice when you want to sit outside and breath in the fumes from the exhausts of the fancy cars parked right next to you.",Good,,
"We were here couples looking for late afternoon lunch outside to enjoy the spring weather.  We should have looked at the menu first and we should have left as soon as we opened the menu.  Very pushy servers became snooty when we asked for tap water and no wine to start.  We all had pasta course and the table shared two appetizers.  With two bloody Mary's, the bill came to $200 per couple!   Complete rip off!  Oh - and must mention they forgot to put any filling in the raviolis! 
Would give it zeros if possible.",Bad,Bad,Bad
"I have never felt so ripped off in all my life $48 for a carbonara and it was pure rubbish.
Do not eat at this restaurant there are far better places at a third of the price and the staff wont be ignorant.",Bad,Bad,Bad
We were 4 people everyone had main dish only 2 starters and 2 dessert and only one botel of wine toscano total amount 2330$ .we were shocked ....the waiter just bring the wine without mentioning prices ......fregatura ..ladriiiiii.vergognia....they should mention the prices after he presented his bottle because he never showes any menu to indicate prices which he never did.vergognia...,Bad,,Bad
"My wife and I decided to stop late afternoon for a drink and coffee. One glass of prosecco (not very good @ $22) and an espresso (good @ $8). Total $32 plus tip. I know it is NY, but seriously?",Bad,,
"You can eat way better in a real italian restaurant in Italy, for 1/5th of the price. I'm not joking. This place is an absolutely, unbeliavable joke.",Bad,,
"I was invited by friends for dinner at Nello's.  We were five at the table, shared starters and each had a main course.  We shared two bottles of wine.  Total bill: $1350.  YES, you are reading correctly.  I have NEVER felts so horribly cheated.  There is simply no excuse for this, given the food we ate.  The wine totalled $300, so you might imagine that we ate truffles or other exotic food.  No, normal Italian dishes.....no gold dust or anything else to justify the price.


Food was good, service average.",Bad,,
"This is the third time I have eaten at this Madison Avenue see and be seen venue.  I knew it was expensive, but decided to splurge for the atmosphere. This time the welcoming maitre'd was more like a barker, pulling us in from the street.  It seemed as if we didn't really need a reservation.   The service was great, but my meal extremely disappointing.I ordered fresh black truffles on noodles for a whopping $130.00 surcharge.  I know.  Serves me right in a way, but if you love truffles, you just might consider it for a special occasion. The noodles were watery and poorly sauced ( I had to ask for salt and butter and worst of all the truffles were WET. ) They should always be shaved on top of the pasta, and not be cooked.  When I complained, they informed me that it was the steam from the noodles that had cooked the truffles and they did shave some more over the top.  I cannot prove it, but I think the truffle was frozen and/or old.  It simply did not have extraordinary flavor one comes to expect from the best specimens at the highest price.  Everything else was fine here, but it is very very overpriced.  Go somewhere else and buy yourself a nice new wallet with the money you have saved.  You are sure to find a nice one on Madison Avenue! 
\",Bad,,Good
"first  price maybe higher then most customer use to but remember its location is on upper east side on madison and next to hermes store. .any dinner meal  will coat over $100. per person.
now the review. the restaurant is small and cozy. the waiter was nice. I started with Chicken Soup with panna breadsticks. main dish carbonapa noodles made with cream and small bits ham. drink 2 coke total with tip $125.00
overall good ambience  services and food. if you question about price or on budget  then don't come in.",Good,Good,Good
It would be good if we read the reviews about this place before we were stopped here. Two coffees and two bottles of water (because waiter bring us two bottles insted two glasses) for $58 !!! Good thing we were not hungry...,Bad,,
"I wrote a review for here recently and noticed a typo in my review. It seems I am unable to edit it, so I guess I'll post here. I originally said ""I wish I could give it one star"". I feel obligated to point out that I meant to say ""no stars"", as I was forced to give it one star. I don't think that needed clarification, as it was clearly an error, but I felt obligated to correct myself.",,Bad,
"My wife and I were meandering on Madison Avenue and decided that Nello's looked like a great place for a nice lunch.  A nice lunch?  Outrageous prices even for NYC.  Bottled water at $22/bottle.  A glass of Proseco for $20.  Lobster salad for $69.  A modest lunch for two (one glass of Proseco, two bottles of water, a bowl of soup, salad) for $200?  To be fair, the food was excellent and the service was solid.  Very pretentious.  NYC is full of wonderful restaurants.  This is over the top.  Just read the review in the New York Times and that will help persuade you to find another venue for a nice lunch!",Bad,,Good
"My friend and I stopped in one Friday in early December for lunch, with no reservation to give it a try after shopping even though we both remembered hearing how bad it was even though the ""swells"" from abroad kept it going.  Was told ""it's fine.  We'll find a place for you.""  The place had at least fifteen open tables at 1:30.  Ridiculous place.  Excessively expensive.  Endured a misogynistic staff and a couple of regulars that flirted (badly) with us, asking if we had husbands, boyfriends or, wait for it, were we a couple?  Two woman at lunch or dinner doesn't remotely mean we are looking for men.  And just plain lousy food.  Angel hair pomodoro for something approaching $30?  Please!  Honestly, over $20 for a vodka tonic???  Realizing that the rumblings we had heard about the pricing were true, we chuckled and had fun with each other reading on her iPad the reviews from NY Times and others.  Oh dear...!  STAY AWAY!",Bad,Bad,Bad
"The decor of the restaurant was beautiful, warm and inviting. We looked at the menu, and although it looked a bit overpriced, we decided to give it a try. The portions were VERY small, and therefore did not warrant the high price. BUT, what really annoyed me was the prices of things like to soda and dessert. A diet coke was $10 and the small piece of Tiramasu was $21. My bill was  $425 for four people who split appetizers and entree's. It's a joke, those prices should not be allowed. These restaurants need to be regulated especially around the Holidays…..",Bad,Good,
"We went there for  lunch . Very nice Christmas decoration. 
I had the carciofi alla romana . ( artichokes Roman style in olive oil and lemon. ) 
They were absolutely delicious , BUT  there were only 3 tiny ones for ... 28 dollars ... 
Overall the foid is good the service is very nice but frankly really overpriced . 
For two , no wine , no desert , no truffles  we pait 230 dollars ... 
But the restaurant was fulland it is upper East side , so maybe i the price is not so important .",Good,Good,Good
"A store manager recommended this place to us. When we walked in, it seemed very busy, loud and definitely happening. Prices on the menu showed to be extremely high, but we decided to give it a shot. We took the waiters recommendation and ordered the today special. We have traveled all over the world and don't mind paying, if the food and service justifies it, but this was outrages and service was poor on top of it. It's a shame we felt obligated to tip the 20%, even though that was based on food pricing, not service or quality. I would never recommend this!",Bad,Bad,Bad
"We went to Nellos which was booked by friends.
Service was slow and one of the mains black cod was delivered 35 minutes after the other main courses.
This was despite asking the head waiter where it was.
One fish dish was served cold so it had to be sent back.
The food quality was average and not worth the price .
When I got the bill there were some mistakes .
Hot water was charged as tea
at $7.50!
I complained to the head waiter about the very slow service he said he was sorry.
I requested he did something so he reluctantly removed the black cod from the bill.
Avoid .",Bad,Bad,Bad
"We Walked by this restaurant last Sunday around 3 and I said to my husband let's stop there it looks beautiful.  The large live Christmas wreaths with berries on the walls and fresh tulips on the tables! Perfect Service - The food was so great that we ate there for dinner two nights later and at Harry's Cipriani the next night and my Lobster Salad was a 10 in presentation - a ton of lobster meat and perfect! Next I had Veal Piccatina or veal picatta - it was soooo good and I had that same dish at Cipriani two nights later but this was a ten - the other a 7. The Simi Cab by the glass is very nice - the Lobster Bisque my husband had twice - fantastic like the salad. The woman next to us lives in DC and NYC and said her Dover Sole with Asparagus was fantastic as well. My Cappuccino and chocolate dessert great.  I photographed the menu it was so good! In NY you get what you pay for in this fine restaurant - top food and service BOTH at lunch and then at dinner,",Good,Good,Good
"The 5 star service to the delicious daily specials to the cool, chic crowd.  Makes this one of my favorite Italian restaurants in the city.",Good,Good,Good
"I really don't know where to start. I was in the city with my mother and since it was pouring rain, I was unable to do any restaurant research on my phone, so we just walked into a restaurant when we got hungry enough. It started out decently; they asked us if we had a reservation (and said it was fine that we didn't [there was a bit of a lull]), took our coats, and we were seated and given menus. It was downhill from there.


In that part of New York high prices are expected. But for prices this high, everything should be exceptional, and that was not the case. Some of the waiters were fine, but one stood out as terrible. He seemed older than the others. He took my wine order, but was very unhelpful. Plus he was rude to my mother as we were leaving. I'm recently 21 (but don't worry, they don't card) and I don't know much about wine yet. I asked him about chardonnay and he said that it's good. Well, that really doesn't tell me anything. I asked if it's sweet. He said yes. I would expect an Italian restaurant to be a bit more descriptive than that. Little Italy is much better. The waiters in Little Italy are so friendly, the food is delicious, portions are good, prices are reasonable. But unfortunately I wasn't in the area that day. So I got stuck at this cleverly disguised dump.


The food portions were outrageously small. I ordered the ravioli (which I believe was over $40. Maybe $43?) And I got like 5 or 6 ravioli. They were stuffed, but you could barely tell. My mom got the portobello salad which came with one rather thin mushroom and some lettuce. It was also drastically overpriced (I think it was $27). The food was good, but I would never recommend going there. If you're in the city on a day trip walking around the entire day, you need more food. We really didn't care that it was so expensive, but the poor service and minuscule portions are just inexcusable.


Anyway, we both got something more to eat at a cafe in the Metropolitan Museum of Art. And if I could go back to that day, I would have had one lunch just at the met. New York would be an even greater place if this place would close. Tourists visiting for the first time would probably be left with bad feelings about the city when really there are great restaurants if you do some research. I would give Nello's one star if possible. Sadly, I am forced to give them one star, which I do not feel that they earned. This experience was just unacceptable.",Bad,Bad,Bad
"My husband and I had lunch here recently.  The atmosphere is lovely, and the service great.  The food was exceptional.  I had lobster ravioli with crab meat in a homemade tomato sauce- so delicious!  However, at 75 dollars, I felt it  was a bit too expensive, especially for lunch.  If money is no object, then you will not be disappointed.",Bad,Good,Good
"As most other reviewers have said, the food was very good.  Servings were moderate.  Service was excellent.  However, the prices are very high.  Veal Chop with mushrooms was very good but costs $99.",Good,,Good
The pasta with shaved white truffles was ethereal. The veal chop unbelievable. Loved Nello's photographs of wild animals on the walls. Warm atmosphere.,Good,Good,
"I agree with other TripAdvisor reviewers that the price level at Nello's is a total rip-off. The food, service or general atmosphere doesn't justify the prices.  
The restaurant has a good atmosphere, great decor. The guests have a good time and the noise level is quite high thanks to intense dinner conversations. The music sound level on a Saturday evening is too high for my taste as it is a little bit difficult to hear what your fellow guests across the small tables are saying. 
We had risotto with porcini mushrooms. Really great, but not worth USD 75 per person. The desserts are beautiful and really tasty except for the gelified pannacotta.",Bad,Good,
"We've stumbled upon Nello on our last day in the last visit to NY. Not knowing anything about it, it just seemed to be a cute little place to have lunch. It was very packed, we got a table at the sidewalk, but it was a bit cold outside. We accepted the table outside granted to be moved to a table inside as soon as one was free, said our waiter. Little did we know this is a hip place and all these trophy-wives needed tables after their shopping sprees throughout manhattan... So our cozy table never came... The food was really good but the prices were insane. The waiter suggested an entree of 55 dollars - the price only came on the check -, made of common mushrooms (no truffles added) and polenta. The expresso was 9 dollars. There were no wines under 110 dollars on the menu. They don't hand out a desert menu, they bring this beautiful tray of possibilities and you just choose one, not knowing it would cost at least 20 dollars. So, all in all, lunch for 2 ended up costing more than 400 dollars. The food was very good, but we were tricked into taking expensive contours to our meal and eating in a freezing table, even though we were paying the same shiny dollars as the flashy prized people inside. You know what, NY has got a whole lot of really great places with great food that treat you better. So, let those prized women have this place all to herselfs and spend all of their husband's money on ridiculously priced coffe. I would definetely not recommend it.",Bad,Bad,Bad
"Today we had lunch with 2 adults and 1 child and picked up a tab for $ 250,00. They offer you water and then charge it at $ 9,00 for half a liter. My son had a coke. They charge $ 10,00 for a glass of coke, no refill and from the gun, not even a small bottle. The food is good, our waiter mediocre. If you pretend to be an upscale restaurant the service should be exquisite and check up on your guests to see if they are doing all right. None of this happened. The place is pretentious without the means to back it up. So if you want to spend a lot of money for almost nothing this is definitely the place to be.",Bad,,
This place is overrated and overpriced. We had carciofi alla romana and 3 piatti di pasta and i don't know what was worst. I don't even wanna explain what was wrong with the meals. With one bottle of wine and 3 espresso we paid for this dinner same price that we paid two days before in one 2 michelin stars restaurant. I am just sorry that I haven't checked before trip advisor reviews  as we just stumbled at this restaurant on our way and it looked nice. That is it. It just looks nice. Waiters didn't care and food is a joke.Just don't go.,Bad,,Bad
"While we appreciate fine meals and consider ourselves foodies, this spot was grossly overpriced for the cuisine. We ordered the ravioli entree for lunch and the waitress casually remarked if we wanted the cheese or the lobster... Choosing the lobster, we were greatly surprised to find it priced on our tab as $75. Ridiculous. Snooty maître-d who asked if we had a reservation in the late afternoon in a half-empty restaurant. Dirty wine glasses... Rather disappointing. We should have checked the abundance of other trip advisor reviews that warned us about this spot. Avoid.",Bad,Bad,Bad
"Nello' sis my favorite place in world. Every time I am landing in NY I just can't wait to go for lunch and spend 2 fantastic hours.
Restaurant is beautiful with little nice tables on the best part of Madison Avenue. Always decorated with nice flowes on the table and at the bar where you will start you fantastic lunch with a good glass of wine. The wine list is unbelievable but I love to have rose when I am here. 
Service is great, everybody kind and efficient even when the restaurant is fully , and if frequently happen because this is the best place to be!
As a started the carciofi salad with fresh parmigiano and avocado, with truffle oil is just heaven! The 3 color gazpacho is unique! Pasta dishes are fantastic specially with melanzane. Pasta with truffle is just unforgettable. Fish is always very fresh and cooked perfectly. There is nothing better that a meal at Nello's in NY. Have been here several times and always exceeded my expectations 
Strongly recommended",Good,Good,Good
"Be prepared to spent $250+ for lunch for two to eat in this Italian establishment in New York City for the Upper East Side super wealthy and those who enjoy their company.  I'm of the latter and every time my husband and I are in NYC we have to have one lunch there. We always sit by the open windows to see who's coming in and who's walking on Madison Avenue.  I order the same thing all the time - Ossobuco (braised veal shank).  It's huge and delicious.  When eating at Nello's you have to apply the cost to the food and the atmosphere which is part of the price. I'm sure some of the items on the menu are better than others but, for the most part we have been happy with our meals. One thing that we found quite strange was that all the old Italian waiters have been replaced by Chinese? It seem out of place.",Good,,
"I stopped for lunch with my daughter . We start with green salad and carpaccio , for main lobster ravioli with tomato sauce +2 glass of white wine and deserts for two - the food was fresh and tasty but not worth the 445 us$",Bad,,
"TripAdvisor, please provide the option of a ZERO star rating because ""one star"" implies that there is any redeeming quality in Nello's. There's none here. This is what you get for the most expensive pasta in New York here: sub-quality, soggy, tasteless, hole in your wallet or purse, often snooty and inattentive staff, etc. The other dishes ordered by my visiting guests were just as bad. Crime has declined so much in NY City since Mayor Giuliani's (and Bloomberg) crime-fighting administration that NY today is one of the safest large city in the world, if not the safest. However, beware of the figurative ""daylight robbery"" by such establishments. As they say in NY, they have to chutzpah to charge exorbitant prices for bad attitude, lousy service and subpar food.


There are many other better and less expensive choices in the neighborhood on or off Madison Avenue: Caravaggio, Bar Italia, Via Quadronno, Il Mulino, Salumeria Rosi, Morini on Madison, Antica Bottega del vino.  That's just Italian. There are many French options. Just ask Siri on your iPhone, or your Android can help as well.",Bad,Bad,Bad
"Its amazing that where I ate the worst in NY is also the most expensive!
I felt cheated!! I was expecting an amazing meal but was very very disappointed! 
I guess people come here for the celebrity sightings because its definetely not for the 50 dollar pasta plate.",Bad,,
"We had lunch at Nello's.  I completely agree with most reviewers here... The food is OK but really nothing to write home about (I've had a better Caesar salad at Outback) .  Prices are over the moon and NOT representative of the quality of meal.  Staff was nice enough until we told them we wanted a quick bite, then they looked down their noses at us... despite the Jimmy Choo and bags in our possession.  The place just reeks of sleaze.
Do yourself a favor.... Don't go.",Bad,Bad,Bad
