Review,Food & Drinks Quality & Price,"General (Ambience, Entertainment, & Experience)",Service
waiter dimitri must take instant dislike party shove chair smack back man calf helped push chair mistake well rest evening anything go think tutte choose 250 wine ignore fact say want another drink keep pour pleasant choose expensive dish menu lobster tail 80 friend get fish whatsoever husband go toilet literally barge apology leave barge friend cause stumble honour american service charge add extra bill well last straw dimitri aggressively come sarcastically extreme witness say thank nothing read back sound pretty trivial whole evening aggressive uncomfortable intimidating hostile antagonistic expensive mistake still fathom behaviour middle aged smart relatively well polite customer,,Bad,Bad
november 30th 2021 3 year anniversary marriage husband book restaurant month advance pay romantic package get hit highway way reservation call let know little late pick phone 4 time 5th time pick phone tell we kitchen problem let we know never get email husband get confirmation day call server time get money back nothing send email nothing place suck literally play important part ruin wedding anniversary respond post today happen november 30th place suck big time save money,,Bad,Bad
book dinner 2 person carry 20 reservation fee stupid anyway hour re notify opentable reservation cancel restauarant later call we tell we close next day think covid relate however already pay 40 woman phone say would refund card trust check today almost two month later never refund call tomorrow ridiculous keeping 40 cancelling should not one track,,Bad,Bad
thanksgive dinner cite food memorable worth price dinner see spectacular view staff friendly,,Good,Good
bad bad warning go upon arrival cloak room available winter clothe pile chair canape bread dry seem three day old salad lobster bisque blunt steak soft overall menue composition sophistication bad canteen food set price menue 400 plus tax 20 service negatiate much accept service well ask wine list sell 400 marl retail price could get bottle nobody come ever back take order whole experience disapointe new year price ok even take consideration extraordinary ripp well avoid place,Bad,Bad,Bad
bring friend family cite birthday dinner week birthday pay reservation fee problem call restaurant sure book right package could get table want back forth time extra tip request assure table would provide arrive evening sure enough table reserve reservation see reason hostess seat we another table ask say table reserve occupy note reservation say first clue cut ahead 10 minute 20 minute full 30 minute one come take even drink order sit wait honestly 30 minute bad person fill water bring bed note lack service apologize finally 30 minute go look help find hostess tell one come even get drink order seem frustrated apologize embarrassed party birthday celebration another ten minute still nothing one even check get go find someone find hostess say still even drink order 45 minute seat say find server start ask people see say someone come get drink order least anyone say walk back table problem idea drink menu really help everybody hungry frustrate another ten minute nothing push hour done get third time go find hostess still idea server suppose tell family do leave begin pack find hostess say nearly hour nothing leave say bring check drink expect say sorry since get drink fine go get check want get even angry hand credit card end pay think 80 reservation another 120 drink never get waste hour wait anyone come count extra tip get table want get either also place date hole table cloth one point move chair slip cover came reveal tear foam padding underneath chair clearly break management decide put cover gross bottom line deeply embarrassed frankly stunned complete failure ignore long charge literally nothing good restaurant chicago give location bad place ever try eat chicago among bad ever terrible,,Bad,Bad
might restaurant chicago cover charge 20 per person admission plus 20 percent service fee add bill ridiculously overprice food average also dress code allow people dress,Bad,Bad,Bad
book restaurant husband birthday excited see picture could sit look window sun set romantic dinner anything romantic first say server fantastic top sweet attentive give rating 5 rest visit zero restaurant dirty age moment sit know go good blind damage mismatch throughout restaurant carpet wad dirty trim fall apart receive call early day let we know dress code husband suit lovely dress other run clothe short even jean meal awful restaurant well order medium filet end need eat sip water dry tasteless husband order lobster steak combo 130 might add sadly disappoint flavor good part salad even water tear time leave experience hope husband birthday spending 400 would think would left fully satisfied even eat half meal bad ps super distasteful photographer walk around interrupt meal ask take picture charge picture classy restaurant restaurant really need rethink price clean place ever return already tell friend live chicago other visit regularly visit hate love support type business one can not support,Bad,Bad,Good
could give 0 would june 1st brother get engage call cite arrange champagne toast bring table say website ask need credit card authorization form say website hostess rudely say hostess speak bartender say could cocktail instead 20 say ok please charge 40 card let brother know check bank account day later charge 395 calling week speak antonio manager apologize say someone get back email contact list website response demand refund overcharge get silence absolute bad customer service professionalism ever see avoid,,Bad,Bad
place complete total fraud outback steak house well website make place look fantastic dress code ambiance price give we impression place upscale could far truth pay almost 400 couple dinner moment walk people jean tennis shoe carpet filthy whole place disrepair chair old seat cover hide rip leather seat one bathroom order look like gas station sit window fill spider could barely see dirt waiter dishonest make we believe give we thing include meal give we additional 368 bill way restaurant stay open another 6 month surprised never go visit chicago bad high end restaurant ever see,,Bad,Bad
view sunset dinner amazing good part first get seated husband get romance package rose table soon sit waiter remove setting could even get picture order drink literally die sweating restaurant customer complain well get fine dining establishment central air sort air ventilation next order scallop starter literally get 2 little scallop 24 2 scallop going order filet mignon well do expect rawness literally burn taste like roast beef husband get delmonico ribeye say good overcook well waiter nice one fill water keep try rush take plate even finish food photographer nice definitely little bit persistent end buy 12 picture memory purpose feel bad husband try hard 15 year anniversary go badly restaurant service,Bad,Bad,Bad
moment walk elevator amazing view dinner limoncello impressive recommend,,Good,
another restaurant chicago quite like cité can not beat ambience view service love salmon lobster mac n chez mediterranean salad travel chicago cite need bucket list,Good,Good,Good
make reservation valentine day extremely disappointed hostess extremely rude seat window seat view show much nice table give someone else v day menu disaster 175 person plus 80 tip include bill menu barely option food barely mediocre dinner 2 cost we 500 plus 20 parking money should ve leave mid blowingly satisfied case overall cite overprice overhyped food mediocre will not return,Bad,Bad,Bad
cite sit top lake point tower chicago il good portion restaurant overlook city chicago also lake michigan 70th floor night first time visit happen restaurant week chicago special 3 course meal include soup salad main meal dessert entire meal excellent go lobster bisque soup filet mignon peppercorn sauce cheesecake dessert even ask substitute choice potato trouble restaurant staff nice accommodate definitely please guest way next time town want return oh view city wow,Good,Good,Good
far bad nye experience fiancé able celebrate nye 10 year due work food beverage industry usually work finally able finally celebrate together buy last minute ticket 250 6 course meal fiancé pregnant food need prepare certain way specify beginning bring soup cold decide eat anyways next duck say need well do bring medium rare send back cook left duck wait 10 15 min new one come wait eat mine time come mine cold never offer give new one take take next steak come rare send back take meat cook long take another 10 15 min long still medium rare get also offer bring new one wait come eat alone last dessert order crème brûlée cheese cake bring fondue send back wait correct dessert enjoy time together continuously complain send thing back manager come talk we call couple day later explain situation lady manager speak say would help we talk owner never receive call back call say need time say probably able anything still able talk owner try call time week ignore call customer service especially management stand point unprofessional,Bad,Bad,Bad
360 view chicago extremely hospitble service good experience fine dining couple taking table beautiful view margarita bring request reserved king alaskan salmon sautéed spinach scallop w sautéed spinach live music play james bond theme,Good,Good,Good
w place want love experience email ahead vegan assure could handled call speak manager make note reservation great arrive inform salad without cheese rice w cheese say basic gracious spend small fortune rice salad go burger boyfriend duck appear bit undercooked dark hard tell coincidentally spend lot time bathroom next day also someone offer take photo disappointing view lovely,Bad,Bad,Bad
rotate restaurant state nice view much well chicago service good food ok,,Good,Good
town want take city cite recommend disappoint definitely chicago bucket lister,,Good,
first could find reservation insist belong another group wine offer another wine price insist abolutely wonderful charge we twice bottle wine one food nothing specal ok noise level appalling service unbeleavably stupid last evening tour still ashamed take client never ever,,Bad,Bad
dine celebrate husband 70th birthday initially seat away window ask move view excellent food tasting menu nothing like taste menu ever taste menu mean small taste portion food spread set number course plate full food nothing like taste menu beetroot goat cheese course large plate full chop beetroot 2 tiny piece goat cheese service haphazard one seem know want order bottle wine food arrive order even take another course bring previous one clear like watch comedy programme save money eat elsewhere,Bad,Good,Bad
chicago conference recommend come tell other also go signature room 95th hancock building restaurant little tricky get go doorman get buzz elevator 68th floor another 70th completely worth though window seat beautiful view lake shore drive good great wine attentive service nearly crowded signature room well view expecially sun go sure popular place fantastic time,Good,Good,Good
son reserve window seat 2 month advance girlfriend 18th birthday special day plan sugar factory navy pier play dinner cite restraint beautiful view day go great send photo day arrive cite sit 2 front break window fogged ask new seating say could sit away window view choose sit reserve 2 month advance view part day love food view suck apology memory photo beautiful except good wish everyone could see picture pay nothing dirty window behind take advantage 18 year old love bird ashame send email complaining never receive response,Good,Bad,Bad
oh god food view could ask delightful epicurean experience love old school fine dining good,Good,Good,
reviewer note view incredible go saturday night firework really enjoy show food hand awful bring we complimentary lump crab terrible dry flavor get steak tartare appetizer bad get past first bite intend eat dinner one ask we dinner order steak tartare bad decide leave go somewhere else food service poor slow inattentive,Bad,Good,Bad
view cite excellent think really good thing restaurant although restaurant revolve walk around get fantastic view amazing chicago skyline restaurant locate near navy pier really would know menu choice standard fare type venue meat potato veg orient dinner exceptional consider price pay feel service slow honest restaurant looked feel tired like need reno night woman washroom order,,,Bad
seriously one would never know street lobby restaurant building visit good friend partner choose spot know mostly local entrance inside high rise hallway two seperate elevator high skyline view bar live piano entertainment music pleasurable sip pre dinner drink bad seat house window eye level view unobstructe wait staff friendly point food amazing funny quirk photographer come around take picture assume diner special occasion take bait photographer sure arrange table set position photo would look nice pleasant little memory we remember lovley evening watch sun set city,Good,Good,Good
manager keith great help we lot great view love firework 10 pm also noah great,,Good,Good
reservation july 4th fix price 4 course meal 145 two choice course server nice many problem evening delivery food drink slow process sometimes wait 30 minute drink next course make sense we know food order many people view firework nice could make horrible service food lukewarm good end try speak manager tell manager leave actual management miami offer number call next day unbelievable one bad dining experience anywhere,,Bad,Good
food delicious vegetarian pleased option food come timely manner captain server assistant extremely friendly captain accommodate help we order base food preference restriction server assistant attentive lively come really relax time view skyline lake shore drive lake unbeatable dining sun set highlight night also photographer capture moment would definitely come back tell friend come,Good,Good,Good
dine july 13th date night husband saturday like try new place dine place expect view table skyline downtown enjoy filet mignon asparagus delicious want second wait staff nice cater us family hostess accommodate seating preference since want see navy pier restaurant vintage feel adore would definitely come back great view food drink,Good,Good,Good
far one good place dine chicago hostess seat we window could see fire work service everything simple perfect order filet asparagus wife pork chop asparagus meal absolutely perfect fantastic captain work together amazing see everything serve guest delightful experience,Good,Good,Good
daughter arrive cocktail appetizer celebrate daughter birthday view restaurant incredible especially pleased service attention waiter make excellent dirty martini also glass wine bring we wonderful birthday dessert well,Good,Good,Good
can not beat view however restaurant see well day ambiance view cobwebs limited menu horrid air conditioning temporary unit set honestly could eat meal due meager air conditioning wait staff wonderful place pass feel need update unfortunately locate residential apartment building signage whatsoever,,Bad,Good
save restaurant experience last night chicago fantastic dining experience week could laugh fog fact could see nothing meal begin unfold could laugh long wine order pouilly fumé offer alternative expensive one price fair enough aircon we put jacket starter french onion soup ok lobster bisque lukewarm sloppily serve risotto could make well side mushroom cold potato gratin cold fresh send back heated main warm enough ordinary sauce suppose cauliflower puréé restaurant clearly trade previous good reputation bother keep course price still top class restaurant stay dessert go elevator feel like warn arrive guest turn back like we high expectation,Bad,Bad,
truly bucket list chicago experience restaurant round 70 floor stunning panoramic view chicago skyline lake michigan food epicurean delight delicious satisfy need comfort long trip try tomahawk steak lobster mac n chez perfect meat eater however impressive vegetarian dish sensitive among us service outstanding cultured knowledgeable creating around wonderful experience shall return,Good,Good,Good
feel bad give 3 star general good base compare quality experience vs cost interesting part go main building door restaurant door blast doorman open downstairs take one elevator walk take another one nobody sight place could much well shape althought good shape binder clip hld curtain think window central air work huge machine ugly loud specially seat next like plus front kitchen waiter would keep come go push cart full plate glass almost spill we several time uneasy situation go din plus could hear people kitchen talk simple easygoing people little bit annoying issue people far away miss city skyline view lake view place 360 degree floor kitchen bar centre long hallway around table next window everyone seat next window window spectacular view city couple table exactly window still 2 meter away price expensive portion ok european american small food taste delicious side amount huge though small bar piano nobody play could nice waiter professional patient care attentive specially paola peter small incident whose fault restaurant offer free dessert want come back nice dinner amazing view chicago suburb skyline whole experience could well price still want recommend spot parking 20 validate know long park navy pier downstairs nice go walk afterwards enjoy firework eat menu limit compare dining room cruise,Good,Bad,Good
one good place patronize want stunning breathtake view chicago skyline beautiful whether day sunset evening perfect celebration romantic special occasion atmosphere hush good way little old school yet elegant want attire appropriately atmosphere staff impeccably professional attentive excellent service friendly food 15 party prix fixe menu 3 course salad roasted chicken tasty along side accompany yummy chocolate mocha cake elegantly present serve serve size appropriate fine dining establishment also couple glass pinot grigio term food select place dine point visit celebrate view absolutely worth price total cost tip 100 per person reasonable would return yes yet appetizer drink bar leisurely gaze skyline,Good,Good,Good
staff excellent make food nice ordinary really amazon view day beautiful sunset enjoy experience altogether,,Good,Good
easter brunch cite disaster temperature 90 100 degree depend seat hot could even enjoy buffet hear multiple different excuse old build high hard control temperature allow turn ac may man full suit pant leg roll past knee bad manager rude try talk literally tell discuss anything time ask name many people party never ask phone number state someone call still wait call website state bottomless mimosas bellinis pre pay buffet apparently website wrong drink include husband dine lot say bad experience maybe ever feel bad waiter kitchen staff sweating work long story short ask temp try dine warn we walk give we opportunity go somewhere else,,Bad,Bad
child thanksgive dinner service absolutely wonderful view spectacular every table place along window get bad seat plus feel private uncrowded way food good menu full favorite highbrow dish like steak tartare though say steak tartare caliber find paris even ny 21 pretty darn tasty everything else photographer available memorialize visit expensive special occasion worth splurge,Good,Good,Good
decide celebrate new year 2019 cité view preset 6 course dinner wait staff moroccan gentleman help we nice however one point almost give we attitude ask take back raw scallop say kitchen busy everyone order time still excuse serve undercooked seafood food sturgeon caviar simply full table spoon butter cracker duck chewy cold many dish evening serve cold crab cake tiny previously freeze artfully bake crab cake enjoyable say least forget bring course menu lobster bisque cold feel like lobster tail chewy cold steak tiny tasty desert good drink good wait staff provide champagne time new year part night upset look forward cheer together clock stricken 12 basically rob we experience ambiance call celebration evening long sadly experience 3000 group 7 disappointed citè complain management,Bad,Bad,Bad
food really good view stunning personal professional friendly time definitely recommend place,Good,Good,Good
go first date crazy good awesome food awesome view definitely come back obviously bit pricey complaint wish self parking place want valet park manual transmission car park navy pier walk big deal,Good,Good,
certainly place go look lovely view chicago skyline 70 story really enjoy dinner although start bit awkward order glass wine upon arrival lieu cocktail waiter pour wine water glass catch require new water glass follow discovery napkin table present bread basket meal good exceptional love escargot mine arrive do garlic butter char plate accompany puff pastry rather dry eat leave plate steak also good nothing exceptional say really enjoy special time family memorable view time spend together,,Good,Bad
make reservation phone follow premise fully available time 7 pm matter time want table good view guess reservation first thing offer table look towards pitch dark sea view ask another table give option could offer we second option even close good one least well first option quality food good tomahawk steak mash potato mushroom asparagus meat ok mushroom great bill count pay around 100 usd per person wine bear mind taxis include price menu bottom line place worth visit one visit life service way standard restaurant category food ok decide give try strongly recommend literally ask phone follow want table front bar right next piano can not grant even go pretty much table good view,Good,Bad,Bad
fiancé propose restaurant perfect place wait staff friendly accommodate able find we nice seclude spot beautiful view skyline everything could make evening perfect even record proposal want thank amir staff lovely evening definitely come back food ambiance perfect,Good,Good,Good
recently propose girlfriend can not express perfect music view ambiance absolutely perfect romantic night huge shoutout amir rest wait staff accommodate provide idea pop question set we seclude table alone gladly sneakily film proposal top food service amazing well try lobster bisque definitely return cite officially become spot,Good,Good,Good
can not give thorough review meal however recently attend cocktail reception impress wonderful delicious selection cheese hor oeuvre actually amazing picky person think quality food high can not speak meal also pretty good wine selection certainly view take cake,Good,Good,
son daughter law celebrate second wedding anniversary birthday cite atmosphere bit socially daunt first table captain peter go right along carefree fun spirit family make evening memorable could imagine arrive lobby prior 5 30 p wait restaurant open want dine early could enjoy view city sun set amazingly breathtake restaurant revolve another person review need window go way around jacket tie require favor dress part match ambiance dining spend good money quality meal dress though go chili jocelyn understand fill evening superb server table smile melt we personality fun service attentive grateful evening drink worthy high compliment pay good money cocktail want taste alcohol hat bar tender evening monday october 8 2018 first course meet expectation beyond start ahi tartare prime beef tartare diver sea scallop shrimp duo 3 we well unless butternut squash lobster bisque french onion soup heirloom tomato burrata cheese salad season right main course include pan sear scallop alaskan wild king salmon crust sesame seed 8 oz filet mignon prepare perfection creamy risotto pan sear scallop rest divine peter prepare banana foster gift tableside standard except provide flame fun show make dessert much well other enjoy crème brulee mouth watering whilst author review go cite simply panoramic view city chicago lakefront stunning disappoint goal go cite upscale yet unpretentious atmosphere perfectly mix cocktail sure satisfy continental cuisine prepare meticulously skilled chef yummy dessert front house table team make dining experience memorable next visit peter team make night celebration never forget thank thank alicia ralph christopher michelle stephen brenda,Good,Good,Good
view spectacular even though cloudy evening food good lamb chop well ever pork chop delicious scallop good filet mediocre appetizer good banana foster good service good hunt waiter bring wrong drink wait drink ask bill multiple time nice man quite top service excellent piano player play nice variety number loud soft enjoyable evening wish service could measure,Good,Good,Bad
bit disappointment view breathtake restaurant revolve give outstanding view chicago service also good wait staff attentive frequently visit table disappoint quality food price really high average meal start ahi tuna tartare bland butternut squash lobster bisque really good full flavor could eaten 2 cup alaskan wild king salmon crust sesame seed overcook delmonico beef rib eye good flavor cook well do vs med rare overall food pricey go back would consider drink appetizer rather order meal,Bad,Good,Good
bring family dinner thinking rotate restaurant sit 70th floor 360 view city rotate food pretty decent think good salmon service excellent around 9 30 firework show navy pier start really neat unexpected surprise,Good,Good,Good
take family cite recommendation hotel concierge exit get see amazing night view city lake even excite however food experience fall short exciting view lobster bisque creamy taste like tomato soup scallop risoto cook properly filet minion proper cut meat dry stringy look like pot roast return food chane something else staff remain polite eintire time make experince wonderful despite chef cook mishap,Bad,Good,Good
view go without say food 5 star impeccable presentation service abound make one favorite special occassion destination,Good,Good,Good
dinner cite evening 22 august 2018 night chicago trip usa one time make reservation without check tripadvisor review really wish do fortunate eat many wonderful restaurant around world choose cite wonderful view portray website ok views restaurant nice especially around sunset lovely view chicago correct side restaurant harbor know average experience waiter food stain tie mark jacket acceptable restaurant supposedly reasonably good quality small thing create big impression put right away probably beyond control restaurant external window filthy cover grime old spider webs right alongside table sure whether address restaurant make every effort distract meal restaurant update many year nasty brown carpet look like come 1980 hotel décor date really start lose battle time ambiance great air conditioning turn low would think try freeze fish local market fair food ok exceptional whole experience wonderful visit chicago certainly would choose cite restaurant must however compliment lovely hostess name susan give wonderful idea around chicago final day average experience suggest could lot well go somewhere else restaurant could well invest major update décor reflect 21st century ii clean external window remove spider webs iii put waiter uniform tie laundry,,Bad,
obviously incredible view however food top notch good ahi staff attentive place also personal small feel,Good,Good,Good
first time chicago look restaurant eat would give we incredible view city come across restaurant decide give try disappoint food delicious service great back,Good,Good,Good
view spectacular steak wine terrific wonderful dinner beautiful backdrop,Good,Good,
finished amazing dinner cite celebrate 30 anniversary food excellent service superb absolutely perfect yes view amazing well love never feel rush keep enjoy view,Good,Good,Good
sit 70th floor half circle look chicago downtown half overlooks lake unfortunately food match expectation worth try table side prepare banana foster since besides show really good,Bad,Good,
write first ever trip advisor review experience horrendous offensive never treat poorly life short version try move reservation 1st anniversary last minute accuse lying create fake reservation confirmation email work try bully we come early try make we feel guilty keep everyone restaurant mother day husband make reservation april 12 cite 1st anniversary receive confirmation email may 13 8 30pm see attach photo call may 11 confirm request window table man speak confirm detail everything pleasant 6 40pm may 13 restaurant call tell we prompt reservation keeping elevator we worker want get home family man quickly state reservation time 8 pm hang could clarify call back clarify reservation 8 30pm tell 8 30pm 8 pm tell email say 8 30pm verify may 11 explain 1st anniversary try enjoy drink dinner spending time talk husband sit alone ask speak manager tell host duty put hold get chef return 5 minute later tell leave mention confirm may 11 confirmation email say note may 11 call match say 8 pm convenient read confirmation email tell record email ask receive email say 8 30pm say email exist would able see essentially call liar accuse create fake email read email verifying email address structure email point realize catch lie could argue email tell make one time exception allow we arrive 8 30pm tell appreciated honor commitment snap back arrive promptly 8 30pm last table everyone family get home celebrate mother day scam think happen mother day last table past 8 pm thought could call we trick we think mess time reservation bully we arrive 8 pm could go home understand mother day long tiring day work restaurant husband work restaurant family restaurant excuse treat customer way wish could say rudeness affect evening long comfortable go eat end go back hotel order room service late get reservation anywhere else last minute mention pre dinner drink completely ruin phone us scramble make plan appal entrust people time special evening sorry,,Bad,Bad
stunning view worth visit waiter well polite courteous natural kind way stay real excitement beef tenderloin totally cook liking also cocktail wine leave nothing complain eye totally worth visit especially charge happy hour menu 5 30 7 30 pm good price normal dish cost quite bit good price value range definitely come back next chicago visit enjoy visit,Good,Good,Good
food great match view service impeccable staff appear need respectful personal space expensive special occasion worth,Good,Good,Good
cite new year night really great experience food service good place atmosphere great specially new year night one thing surprising price restaurant,Good,Good,Good
cite bit secret hide 70th floor lake point tower specialize french influence american food menu offer decent choice actually quite reasonable give enjoy meal one sweeping city view ever get see arrive early promptly seat right next one window clear night see navy pier clear across south west wonderful several beef seafood option less everything come sort reduction butternut squash lobster bisque excellent opinion also sea bass new york strip sea bass flaky flavorful 32 seem like bargain ny strip side wild mushroom also good steak cook right still seem touch tough reduction add flavor normally beef good meat purist like serve salt pepper mushroom excellent include order 50 also bargain also share lobster tail draw butter expect enjoy accordingly dessert hazelnut cake ok would try something else next time love hazelnut 9 worth try parking run 20 even validation kind suck followed gps get luckily common sense take time pull valet parking area grand ave lastly service good appropriately attentive need 235 experience two drink feel worth intimacy elegance spectacular view,Good,Good,Good
wonderful high end restaurant amazing view great staff make last minute reservation sunday night little slow evening planning closing little early take reservation anyways staff polite seem go way make we feel welcome food phenomenal perfectly cook rib eye cut chilean sea bass dish excellent also bring we sample appetizer can not remember dinner rather lengthy delightful conversation waiter ask we walk around restaurant little bit soak awesome view city night picture take window absolutely wonderful time thank,Good,Good,Good
visit cite friday feb 23rd celebrate birthday spectacular restaurant delicious food service really enjoy dinner great atmosphere exclusive wine really good choice thank waiter tell we thank much amazing night,Good,Good,Good
food absolutely delicious service top notch view stunning romantic,Good,Good,Good
wonderful place special occasion dinner lovely view chicago skyline navy pier depend seat locate top lake point tower skyscraper east side lake shore drive circular restaurant provide gorgeous view excellent staff dedicate make evening memorable food outstanding lobster risotto first course exceptional pricey worth every penny,Good,Good,Good
celebrate 10th anniversary cite wow entire experience first quite romantic arrive cab entrance private residence doorman friendly helpful two quick elevator ride top add mystique second elevator open right restaurant reception greet warmly take two table give choice delightful little table two right window look west north watch wave crash lsd windy condition beautiful service food par view waiter superb without stuffy helpful knowledgeable menu wine list husband five course taste menu love serve beautifully timely also way leave sit watching eat nothing duck delicious generous breast cook perfection leg confi flavorful ever good cocktail lovely wine suggestion meal entire evening treat sense,Good,Good,Good
first good view chicago lakefront sunset navy pier firework bomb amir fantastic recommendation spot know want get chef selection 4 course dinner experience wine selection extensive palate downside garage parking good four hour four hour one minute stick 50 charge cite fault building owner overly friendly restaurant patron get back cite food great drink excellent service superb amir meet owner husband george gracious approachable restaurant appear date place overall clean neat restaurant special celebration corporate reward proposal,Good,Good,Good
clear view amazing view city foodie disappoint pricy mind expect good quality pricy case price food view go back worth,Bad,Good,
fly chicago celebrate valentine weekend hope enjoy romantic holiday good romantic ambiance view amazing unbeatable ambiance def romantic bit unorganized follow reservation seating place customer reservation food service disappoint we compare food service ny would go back drink food,Bad,Good,Bad
way 70th floor cit sight e sure elevator open leave wonderful view chicago say favourite part evening food good fillet mignon super tasty starter husband order foie gros lobster mediocre pricy dessert bit let service however would say match brilliant location could much well thankfully waitress note good spot move we perfect view front bar top tip,,Good,
cite nive restaurant great view city meal excellent although bit pricy usual case kind restaurant good thing quality good staff friendly helpful,Good,Good,Good
visit navy pier spot interesting look place atop nearby build upon online review determine cite order filet mignon crème brulee dessert food take come table well worth view establishment ah maze staff friendly attentive encourage walk around whole restaurant shape circle take view way around find entrance build slightly challenging residential tower feel frame sign would helpful future traveler,Good,Good,Good
feel welcome minute arrive hostess invite we walk around enjoy view city locate 70th floor walk around get various unbelievable view city wait staff attentive food fabulous would definitely go back,Good,Good,Good
disappoint come five year introduce countless new customer restaurant ambiance ok get uncomfortably cold make sure bring sweater unfortunately every time visit experience get bit bad view truly reason believe anyone would still come back service terribly slow bread come old warm probably microwave within minute get rock hard filet mignon order medium rare arrive medium well do speak staff manager come argue yes argue actually medium rare tell light seriously insult ensure recommend place anymore,Bad,Good,Bad
terrible service friend town invite nice dinner make reservation arrive time seat we window tell hostess would like move table come available table next we ask head waiter noah move tell need check hostess 10 min later see people next table move window table call hostess inform main waiter noah neglect inform table go apology offer describe miscommunication decide leave immediately even though already order girl comes give card tell call morning manager want din upscale restaurant upscale price least thing expect good mcdonald well service people really shame elevated service perception recommend,,,Bad
always spectacular view food drink service level order cosmo certain ingredient taste right finally receive ask bartender say request tell bring drink please bring good little meatball amuse bouche bar fun dinner okay great caesar salad pretty tasteless lobster crab risotto bland little seafood steak fine service slow seem staff confuse 3 4 table expensive receive,Bad,Good,Bad
view specatcular form round glass look lake city make sure arrive sunset since view sunset amazing food high price good outstanding sirloin great value friend special wagyu steak two 105 good even though restaurant say high grade possible 9,,Good,
visit cite july 3 monday holiday eve ambiance amazing view chicago drinks superb arrive minus half star meal phenomenal side get lobster macaroni order share want share,Good,Good,
one good restaurant chicago magnificent 360 degree view city 70th floor withe walking distance n michigan ave navy pier food delicious service good cap night bananas flambe romantic restaurant happen night fireworks navy pier view excellent,Good,Good,Good
new chicago celebrate first anniversary want restaurant spectacular view good food travel lot major city world one good restaurant one dine little concerned negative review especially matter courtesy decide call first honestly say warmly welcomed treat extremely courteously every single person right valet manager make point remember name write review john speak phone booking express earnest eagerness serve we susan greet we show we table congratulate we come across gentle gracious host efficient fabian accommodate every request smile wife pregnant develop little back ache ask cushion minute foie gras oyster venison duck roast salmon foie gra beyond perfect heavenly dish wonderfully cook well present dessert banana foster cream butter banana set fire little rum cook little stove table nothing like little fire add excitement fine evening wine occasion one look menu tell everything everyone manager drop make sure good time leave valet smile wish we well help even guest around cheerful happy take picture we congratulate wife even though try restaurant skyscraper chicago doubt go place celebration list suggestion 1 dress good 2 arrive time call delay 3 though table window guarantee help ask make book 4 interested watch firework check local schedule 5 valet parking 20 get ticket stamp restaurant,Good,Good,Good
seem fitting go top building fine french inspire food serve place proud food proud service everything formal even guest follow business casual dress code impressive view add value quality meal splurge caviar serve six different accompaniment escargot tender savory serve perfect little puff pastry duck breast confit leg succulent flavorful pork chop though thick bone do turn juicy tender kale cranberry side treat kale perfectly do traditional french high end artful variation impeccable service formal atmosphere food make luxurious dinner budget place highly recommend,Good,Good,Good
make reservation 3 note appearance know regular seating bit selective bit tear read review good bad decide try waiter quite good attentive seat family room large party loud understandable ask host turn blast cool unit right back move redirect large number setting table two 4s make seem less option start appetizer never arrive get serve quickly butternut squash lobster bisque crab decent way much different flavor simple lobster squash french onion soup accord french onion connoisseur salty filet steak salmon main course ok side good service spotty spoon saucer coffee dessert highlight course sun go great view city navy pier overall little detail could well consider location expectation meet put management unit owner build almost 40 year would expect well,Bad,Good,Good
ok restaurant revolve great food take chef menu great portion enough great wine great recommendation good service view stunning good value money forget go chicago time even,Good,Good,Good
impress easily view take breath away first time chicago weather clear love 70th floor view cite pronounce see tay accord build bellman view definitely get five star rating food wine list quite good reserve five star rating magnificent food cold seafood platter appetizer 20 honestly fill suspect would glad small greek salad entree filet mignon family order tomahawk ribeye steak couple split glad lot food surprisingly reasonably price consider elegance view,Good,Good,
come daughter birthday view amazing night city light even feel 70 floor food amazing sad plate empty recommend everyone try place would definitely come back next time chicago,Good,Good,
amazing time breathtaking view wonderful dinner drink unique experience worth every penny appetizer main course dessert different drink everything try expertly prepare absolutely delicious staff beyond friendly knowledgeable sat along window view city beautiful highly recommend experience amazing restaurant definitely come back year year,Good,Good,Good
evening dinner friend although rotate provide pretty view city night opt chef menu include seafood risotto whole trip worth find comparable truly rich delicious,Good,Good,
place romantic dinner spouse partner new romantic interest rotate restaurant offer panoramic view city lake,,Good,
live nearby go dinner go matinee play chicago shakespeare theatre promotion early evening never among first people 6 pm saturday night hard find lake point tower residential doorman welcome 7th floor restaurant sparsely almost makeshift decorate noticeable give dominate window foggy first clear spectacular view every seat window seat degree either right next desirable banquette face view different great seat bad tho window feel like banquette people seat stare past bit distract partner point banquette seat people cocktail attire man jacket seem odd explicitly tell we phone dress code business casual take literally aware might actually prefer fancy dress want suit afternoon play walk rain anyway service pretty good even though order wine cocktail dress food well average portion large price typical caesar salad deconstruct good large enough split graciously bread assortment come huge mound butter always appreciate room dessert go similar circumstance,Good,Good,Good
would indeed first one star rating undeservingly sad disaster inhabit great space spectacular view fittingly pay view alone overprice sub standard service could go however would like make quick vast number penthouse restaurant chicago take advice pass one disappointed terrible location really wish could say something redeem alas beyond redemption undeserve even one star,Bad,Bad,
daughter conclude chicago dental society midwinter meeting special meal cite food service impeccable awesome city view 70 th floor restaurant round wonderful view lake city open dinner sunday brunch dinner next sunday morning chicago brunch cite,Good,Good,
good view city enjoy food necessarily outstanding bit pricey would recommend get early get busy,Good,Good,
